Date,Open,High,Low,Close,Adj Close,Volume
9/29/2022,2157.982422,2157.982422,2157.982422,2157.982422,2157.982422,0
9/30/2022,2168.166016,2168.166016,2168.166016,2168.166016,2168.166016,0
10/3/2022,2163.330078,2163.330078,2163.330078,2163.330078,2163.330078,0
10/4/2022,2202.917725,2202.917725,2202.917725,2202.917725,2202.917725,0
10/5/2022,2195.259277,2195.259277,2195.259277,2195.259277,2195.259277,0
10/6/2022,2191.037842,2191.037842,2191.037842,2191.037842,2191.037842,0
10/7/2022,2167.18457,2167.18457,2167.18457,2167.18457,2167.18457,0
10/10/2022,2160.994385,2160.994385,2160.994385,2160.994385,2160.994385,0
10/11/2022,2145.219482,2145.219482,2145.219482,2145.219482,2145.219482,0
10/12/2022,2149.456299,2149.456299,2149.456299,2149.456299,2149.456299,0
10/13/2022,2136.030518,2136.030518,2136.030518,2136.030518,2136.030518,0
10/14/2022,2175.493164,2175.493164,2175.493164,2175.493164,2175.493164,0
10/17/2022,2176.282959,2176.282959,2176.282959,2176.282959,2176.282959,0
10/18/2022,2195.5271,2195.5271,2195.5271,2195.5271,2195.5271,0
10/19/2022,2186.962891,2186.962891,2186.962891,2186.962891,2186.962891,0
10/20/2022,2190.716064,2190.716064,2190.716064,2190.716064,2190.716064,0
10/21/2022,2189.860596,2189.860596,2189.860596,2189.860596,2189.860596,0
10/24/2022,2216.3125,2216.3125,2216.3125,2216.3125,2216.3125,0
10/25/2022,2222.40332,2222.40332,2222.40332,2222.40332,2222.40332,0
10/26/2022,2231.355713,2231.355713,2231.355713,2231.355713,2231.355713,0
10/27/2022,2236.474609,2236.474609,2236.474609,2236.474609,2236.474609,0
10/28/2022,2244.383789,2244.383789,2244.383789,2244.383789,2244.383789,0
10/31/2022,2256.137939,2256.137939,2256.137939,2256.137939,2256.137939,0
11/1/2022,2255.055176,2255.055176,2255.055176,2255.055176,2255.055176,0
11/2/2022,2259.892334,2259.892334,2259.892334,2259.892334,2259.892334,0
11/3/2022,2240.148926,2240.148926,2240.148926,2240.148926,2240.148926,0
11/4/2022,2249.629395,2249.629395,2249.629395,2249.629395,2249.629395,0
11/7/2022,2250.619873,2250.619873,2250.619873,2250.619873,2250.619873,0
11/8/2022,2262.952881,2262.952881,2262.952881,2262.952881,2262.952881,0
11/9/2022,2263.143311,2263.143311,2263.143311,2263.143311,2263.143311,0
11/10/2022,2288.296875,2288.296875,2288.296875,2288.296875,2288.296875,0
11/11/2022,2282.83374,2282.83374,2282.83374,2282.83374,2282.83374,0
11/14/2022,2296.72876,2296.72876,2296.72876,2296.72876,2296.72876,0
11/15/2022,2301.842529,2301.842529,2301.842529,2301.842529,2301.842529,0
11/16/2022,2296.053223,2296.053223,2296.053223,2296.053223,2296.053223,0
11/17/2022,2285.237305,2285.237305,2285.237305,2285.237305,2285.237305,0
11/18/2022,2302.149902,2302.149902,2302.149902,2302.149902,2302.149902,0
11/21/2022,2306.720459,2306.720459,2306.720459,2306.720459,2306.720459,0
11/22/2022,2310.008789,2310.008789,2310.008789,2310.008789,2310.008789,0
11/23/2022,2315.510742,2315.510742,2315.510742,2315.510742,2315.510742,0
11/24/2022,null,null,null,null,null,null
11/25/2022,2324.279297,2324.279297,2324.279297,2324.279297,2324.279297,0
11/28/2022,2318.529053,2318.529053,2318.529053,2318.529053,2318.529053,0
11/29/2022,2313.41748,2313.41748,2313.41748,2313.41748,2313.41748,0
11/30/2022,2312.789307,2312.789307,2312.789307,2312.789307,2312.789307,0
12/1/2022,2343.495605,2343.495605,2343.495605,2343.495605,2343.495605,0
12/2/2022,2329.585449,2329.585449,2329.585449,2329.585449,2329.585449,0
12/5/2022,2330.095703,2330.095703,2330.095703,2330.095703,2330.095703,0
12/6/2022,2327.087646,2327.087646,2327.087646,2327.087646,2327.087646,0
12/7/2022,2318.52002,2318.52002,2318.52002,2318.52002,2318.52002,0
12/8/2022,2321.150391,2321.150391,2321.150391,2321.150391,2321.150391,0
12/9/2022,2326.600586,2326.600586,2326.600586,2326.600586,2326.600586,0
12/12/2022,2325.286621,2325.286621,2325.286621,2325.286621,2325.286621,0
12/13/2022,2353.682861,2353.682861,2353.682861,2353.682861,2353.682861,0
12/14/2022,2337.884277,2337.884277,2337.884277,2337.884277,2337.884277,0
12/15/2022,2313.352783,2313.352783,2313.352783,2313.352783,2313.352783,0
12/16/2022,2300.017334,2300.017334,2300.017334,2300.017334,2300.017334,0
12/19/2022,2296.690674,2296.690674,2296.690674,2296.690674,2296.690674,0
12/20/2022,2291.067627,2291.067627,2291.067627,2291.067627,2291.067627,0
12/21/2022,2300.323975,2300.323975,2300.323975,2300.323975,2300.323975,0
12/22/2022,null,null,null,null,null,null
12/23/2022,2296.992188,2296.992188,2296.992188,2296.992188,2296.992188,0
12/28/2022,2305.520752,2305.520752,2305.520752,2305.520752,2305.520752,0
12/29/2022,2305.437988,2305.437988,2305.437988,2305.437988,2305.437988,0
12/30/2022,2302.244629,2302.244629,2302.244629,2302.244629,2302.244629,0
1/3/2023,2314.162354,2314.162354,2314.162354,2314.162354,2314.162354,0
1/4/2023,2325.868408,2325.868408,2325.868408,2325.868408,2325.868408,0
1/5/2023,2319.093994,2319.093994,2319.093994,2319.093994,2319.093994,0
1/6/2023,2321.436279,2321.436279,2321.436279,2321.436279,2321.436279,0
1/9/2023,2335.600342,2335.600342,2335.600342,2335.600342,2335.600342,0
1/10/2023,2328.907471,2328.907471,2328.907471,2328.907471,2328.907471,0
1/11/2023,2338.44458,2338.44458,2338.44458,2338.44458,2338.44458,0
1/12/2023,2342.899658,2342.899658,2342.899658,2342.899658,2342.899658,0
1/13/2023,2348.213867,2348.213867,2348.213867,2348.213867,2348.213867,0
1/16/2023,null,null,null,null,null,null
1/17/2023,2355.70459,2355.70459,2355.70459,2355.70459,2355.70459,0
1/18/2023,2355.712402,2355.712402,2355.712402,2355.712402,2355.712402,0
1/19/2023,2338.360107,2338.360107,2338.360107,2338.360107,2338.360107,0
1/20/2023,2341.195801,2341.195801,2341.195801,2341.195801,2341.195801,0
1/23/2023,2352.462402,2352.462402,2352.462402,2352.462402,2352.462402,0
1/24/2023,2352.642822,2352.642822,2352.642822,2352.642822,2352.642822,0
1/25/2023,2350.570801,2350.570801,2350.570801,2350.570801,2350.570801,0
1/26/2023,2357.05957,2357.05957,2357.05957,2357.05957,2357.05957,0
1/27/2023,2360.231201,2360.231201,2360.231201,2360.231201,2360.231201,0
1/30/2023,2360.129395,2360.129395,2360.129395,2360.129395,2360.129395,0
1/31/2023,2353.902344,2353.902344,2353.902344,2353.902344,2353.902344,0
2/1/2023,2364.27417,2364.27417,2364.27417,2364.27417,2364.27417,0
2/2/2023,2377.504395,2377.504395,2377.504395,2377.504395,2377.504395,0
2/3/2023,2376.195801,2376.195801,2376.195801,2376.195801,2376.195801,0
2/6/2023,2370.52832,2370.52832,2370.52832,2370.52832,2370.52832,0
2/7/2023,2365.612305,2365.612305,2365.612305,2365.612305,2365.612305,0
2/8/2023,2376.656494,2376.656494,2376.656494,2376.656494,2376.656494,0
2/9/2023,2372.361816,2372.361816,2372.361816,2372.361816,2372.361816,0
2/10/2023,2356.267578,2356.267578,2356.267578,2356.267578,2356.267578,0
2/13/2023,2360.885986,2360.885986,2360.885986,2360.885986,2360.885986,0
2/14/2023,2367.958252,2367.958252,2367.958252,2367.958252,2367.958252,0
2/15/2023,2361.83252,2361.83252,2361.83252,2361.83252,2361.83252,0
2/16/2023,2358.977295,2358.977295,2358.977295,2358.977295,2358.977295,0
2/17/2023,2358.265869,2358.265869,2358.265869,2358.265869,2358.265869,0
2/20/2023,null,null,null,null,null,null
2/21/2023,2355.550781,2355.550781,2355.550781,2355.550781,2355.550781,0
2/22/2023,2350.006836,2350.006836,2350.006836,2350.006836,2350.006836,0
2/23/2023,2351.494385,2351.494385,2351.494385,2351.494385,2351.494385,0
2/24/2023,2336.846436,2336.846436,2336.846436,2336.846436,2336.846436,0
2/27/2023,2348.351074,2348.351074,2348.351074,2348.351074,2348.351074,0
2/28/2023,2337.652832,2337.652832,2337.652832,2337.652832,2337.652832,0
3/1/2023,2333.365234,2333.365234,2333.365234,2333.365234,2333.365234,0
3/2/2023,2328.917236,2328.917236,2328.917236,2328.917236,2328.917236,0
3/3/2023,2342.567139,2342.567139,2342.567139,2342.567139,2342.567139,0
3/6/2023,2349.776855,2349.776855,2349.776855,2349.776855,2349.776855,0
3/7/2023,2347.904541,2347.904541,2347.904541,2347.904541,2347.904541,0
3/8/2023,2336.261963,2336.261963,2336.261963,2336.261963,2336.261963,0
3/9/2023,2335.221191,2335.221191,2335.221191,2335.221191,2335.221191,0
3/10/2023,2316.977051,2316.977051,2316.977051,2316.977051,2316.977051,0
3/13/2023,2307.731445,2307.731445,2307.731445,2307.731445,2307.731445,0
3/14/2023,2313.965088,2313.965088,2313.965088,2313.965088,2313.965088,0
3/15/2023,2300.030273,2300.030273,2300.030273,2300.030273,2300.030273,0
3/16/2023,null,null,null,null,null,null
3/17/2023,2306.798096,2306.798096,2306.798096,2306.798096,2306.798096,0
3/20/2023,2315.029541,2315.029541,2315.029541,2315.029541,2315.029541,0
3/21/2023,2324.595459,2324.595459,2324.595459,2324.595459,2324.595459,0
3/22/2023,2331.313721,2331.313721,2331.313721,2331.313721,2331.313721,0
3/23/2023,2323.57251,2323.57251,2323.57251,2323.57251,2323.57251,0
3/24/2023,2309.662354,2309.662354,2309.662354,2309.662354,2309.662354,0
3/27/2023,2327.438965,2327.438965,2327.438965,2327.438965,2327.438965,0
3/28/2023,2324.764648,2324.764648,2324.764648,2324.764648,2324.764648,0
3/29/2023,2333.169922,2333.169922,2333.169922,2333.169922,2333.169922,0
3/30/2023,null,null,null,null,null,null
3/31/2023,2352.318359,2352.318359,2352.318359,2352.318359,2352.318359,0
4/3/2023,2357.226563,2357.226563,2357.226563,2357.226563,2357.226563,0
4/4/2023,2362.541504,2362.541504,2362.541504,2362.541504,2362.541504,0
4/5/2023,2366.125244,2366.125244,2366.125244,2366.125244,2366.125244,0
4/6/2023,null,null,null,null,null,null
4/11/2023,2379.091797,2379.091797,2379.091797,2379.091797,2379.091797,0
4/12/2023,2384.102295,2384.102295,2384.102295,2384.102295,2384.102295,0
4/13/2023,2379.006348,2379.006348,2379.006348,2379.006348,2379.006348,0
4/14/2023,2387.141113,2387.141113,2387.141113,2387.141113,2387.141113,0
4/17/2023,2382.940186,2382.940186,2382.940186,2382.940186,2382.940186,0
4/18/2023,2388.434082,2388.434082,2388.434082,2388.434082,2388.434082,0
4/19/2023,2383.241943,2383.241943,2383.241943,2383.241943,2383.241943,0
4/20/2023,2376.285889,2376.285889,2376.285889,2376.285889,2376.285889,0
4/21/2023,2376.55542,2376.55542,2376.55542,2376.55542,2376.55542,0
4/24/2023,2380.999756,2380.999756,2380.999756,2380.999756,2380.999756,0
4/25/2023,2382.150879,2382.150879,2382.150879,2382.150879,2382.150879,0
4/26/2023,2377.005615,2377.005615,2377.005615,2377.005615,2377.005615,0
4/27/2023,2384.745605,2384.745605,2384.745605,2384.745605,2384.745605,0
4/28/2023,2399.931641,2399.931641,2399.931641,2399.931641,2399.931641,0
5/2/2023,2398.625488,2398.625488,2398.625488,2398.625488,2398.625488,0
5/3/2023,2392.92041,2392.92041,2392.92041,2392.92041,2392.92041,0
5/4/2023,2379.476807,2379.476807,2379.476807,2379.476807,2379.476807,0
5/5/2023,2385.206787,2385.206787,2385.206787,2385.206787,2385.206787,0
5/8/2023,2387.89917,2387.89917,2387.89917,2387.89917,2387.89917,0
5/9/2023,2386.461182,2386.461182,2386.461182,2386.461182,2386.461182,0
5/10/2023,2386.52832,2386.52832,2386.52832,2386.52832,2386.52832,0
5/11/2023,2385.750977,2385.750977,2385.750977,2385.750977,2385.750977,0
5/12/2023,2389.866699,2389.866699,2389.866699,2389.866699,2389.866699,0
5/15/2023,2388.693848,2388.693848,2388.693848,2388.693848,2388.693848,0
5/16/2023,2386.639404,2386.639404,2386.639404,2386.639404,2386.639404,0
5/17/2023,null,null,null,null,null,null
5/18/2023,null,null,null,null,null,null
5/19/2023,2397.848145,2397.848145,2397.848145,2397.848145,2397.848145,0
5/22/2023,null,null,null,null,null,null
5/23/2023,2392.537109,2392.537109,2392.537109,2392.537109,2392.537109,0
5/24/2023,2378.298096,2378.298096,2378.298096,2378.298096,2378.298096,0
5/25/2023,2370.367676,2370.367676,2370.367676,2370.367676,2370.367676,0
5/26/2023,2374.019043,2374.019043,2374.019043,2374.019043,2374.019043,0
5/29/2023,null,null,null,null,null,null
5/30/2023,2375.161621,2375.161621,2375.161621,2375.161621,2375.161621,0
5/31/2023,2365.797363,2365.797363,2365.797363,2365.797363,2365.797363,0
6/1/2023,2368.678711,2368.678711,2368.678711,2368.678711,2368.678711,0
6/2/2023,2381.739258,2381.739258,2381.739258,2381.739258,2381.739258,0
6/5/2023,2389.520996,2389.520996,2389.520996,2389.520996,2389.520996,0
6/6/2023,2387.876953,2387.876953,2387.876953,2387.876953,2387.876953,0
6/7/2023,2390.272217,2390.272217,2390.272217,2390.272217,2390.272217,0
6/8/2023,2384.108398,2384.108398,2384.108398,2384.108398,2384.108398,0
6/9/2023,2384.162842,2384.162842,2384.162842,2384.162842,2384.162842,0
6/12/2023,2385.922607,2385.922607,2385.922607,2385.922607,2385.922607,0
6/13/2023,2391.73291,2391.73291,2391.73291,2391.73291,2391.73291,0
6/14/2023,2390.954346,2390.954346,2390.954346,2390.954346,2390.954346,0
6/15/2023,2391.31543,2391.31543,2391.31543,2391.31543,2391.31543,0
6/16/2023,2403.874023,2403.874023,2403.874023,2403.874023,2403.874023,0
6/19/2023,null,null,null,null,null,null
6/20/2023,2397.356445,2397.356445,2397.356445,2397.356445,2397.356445,0
6/21/2023,2391.19458,2391.19458,2391.19458,2391.19458,2391.19458,0
6/22/2023,2384.152588,2384.152588,2384.152588,2384.152588,2384.152588,0
6/23/2023,2385.936279,2385.936279,2385.936279,2385.936279,2385.936279,0
6/26/2023,2380.80957,2380.80957,2380.80957,2380.80957,2380.80957,0
6/27/2023,2377.653076,2377.653076,2377.653076,2377.653076,2377.653076,0
6/28/2023,2386.080078,2386.080078,2386.080078,2386.080078,2386.080078,0
6/29/2023,2385.837158,2385.837158,2385.837158,2385.837158,2385.837158,0
6/30/2023,2396.187988,2396.187988,2396.187988,2396.187988,2396.187988,0
7/3/2023,2398.520996,2398.520996,2398.520996,2398.520996,2398.520996,0
7/4/2023,null,null,null,null,null,null
7/5/2023,2396.118652,2396.118652,2396.118652,2396.118652,2396.118652,0
7/6/2023,2384.115967,2384.115967,2384.115967,2384.115967,2384.115967,0
7/7/2023,2381.764404,2381.764404,2381.764404,2381.764404,2381.764404,0
7/10/2023,2380.250244,2380.250244,2380.250244,2380.250244,2380.250244,0
7/11/2023,2380.122803,2380.122803,2380.122803,2380.122803,2380.122803,0
7/12/2023,2386.109375,2386.109375,2386.109375,2386.109375,2386.109375,0
7/13/2023,2391.720947,2391.720947,2391.720947,2391.720947,2391.720947,0
7/14/2023,2392.614014,2392.614014,2392.614014,2392.614014,2392.614014,0
7/17/2023,null,null,null,null,null,null
7/18/2023,2394.068848,2394.068848,2394.068848,2394.068848,2394.068848,0
7/19/2023,2406.345459,2406.345459,2406.345459,2406.345459,2406.345459,0
7/20/2023,2409.68335,2409.68335,2409.68335,2409.68335,2409.68335,0
7/21/2023,2413.095459,2413.095459,2413.095459,2413.095459,2413.095459,0
7/24/2023,2415.039795,2415.039795,2415.039795,2415.039795,2415.039795,0
7/25/2023,2417.019043,2417.019043,2417.019043,2417.019043,2417.019043,0
7/26/2023,2414.703369,2414.703369,2414.703369,2414.703369,2414.703369,0
7/27/2023,2425.47583,2425.47583,2425.47583,2425.47583,2425.47583,0
7/28/2023,2415.083008,2415.083008,2415.083008,2415.083008,2415.083008,0
7/31/2023,2414.906494,2414.906494,2414.906494,2414.906494,2414.906494,0
8/1/2023,2413.296631,2413.296631,2413.296631,2413.296631,2413.296631,0
8/2/2023,2403.738037,2403.738037,2403.738037,2403.738037,2403.738037,0
8/3/2023,2391.934326,2391.934326,2391.934326,2391.934326,2391.934326,0
8/4/2023,2392.559082,2392.559082,2392.559082,2392.559082,2392.559082,0
8/7/2023,2391.265381,2391.265381,2391.265381,2391.265381,2391.265381,0
8/8/2023,2391.041504,2391.041504,2391.041504,2391.041504,2391.041504,0
8/9/2023,2398.522217,2398.522217,2398.522217,2398.522217,2398.522217,0
8/10/2023,null,null,null,null,null,null
8/11/2023,2405.986816,2405.986816,2405.986816,2405.986816,2405.986816,0
8/14/2023,2409.716797,2409.716797,2409.716797,2409.716797,2409.716797,0
8/15/2023,2403.067139,2403.067139,2403.067139,2403.067139,2403.067139,0
8/16/2023,2400.413086,2400.413086,2400.413086,2400.413086,2400.413086,0
